pool,entry_index,legacy_item_field,base_cost,frozen_price,constructor,raw_integer_constants
BAKER_SELLS,2,got/common/database/GOTItems.berryPie,12,False,Lnet/minecraft/item/ItemStack;I,[12]
BAKER_SELLS,3,got/common/database/GOTItems.cornBread,5,False,Lnet/minecraft/item/ItemStack;I,[5]
BAKER_SELLS,4,got/common/database/GOTItems.ceramicPlate,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_SELLS,5,got/common/database/GOTItems.plate,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BAKER_SELLS,6,net/minecraft/init/Items.field_151025_P,5,False,Lnet/minecraft/item/ItemStack;I,[5]
BAKER_SELLS,7,net/minecraft/init/Items.field_151105_aU,12,False,Lnet/minecraft/item/ItemStack;I,[12]
BAKER_SELLS,8,net/minecraft/init/Items.field_151106_aX,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BAKER_BUYS,0,net/minecraft/init/Items.field_151034_e,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BAKER_BUYS,1,got/common/database/GOTItems.appleGreen,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BAKER_BUYS,2,got/common/database/GOTItems.cherry,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_BUYS,3,got/common/database/GOTItems.blackberry,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_BUYS,4,got/common/database/GOTItems.blueberry,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_BUYS,5,got/common/database/GOTItems.cranberry,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_BUYS,6,got/common/database/GOTItems.elderberry,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_BUYS,7,got/common/database/GOTItems.raspberry,2,False,Lnet/minecraft/item/ItemStack;I,[2]
BAKER_BUYS,8,got/common/database/GOTItems.clayPlate,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BAKER_BUYS,9,got/common/database/GOTItems.corn,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BAKER_BUYS,10,got/common/database/GOTItems.salt,10,False,Lnet/minecraft/item/ItemStack;I,[10]
BAKER_BUYS,11,net/minecraft/init/Items.field_151133_ar,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BAKER_BUYS,12,net/minecraft/init/Items.field_151117_aB,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BAKER_BUYS,13,net/minecraft/init/Items.field_151131_as,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BAKER_BUYS,14,net/minecraft/init/Items.field_151110_aK,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 1]"
BAKER_BUYS,15,net/minecraft/init/Items.field_151102_aT,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 1]"
BAKER_BUYS,16,net/minecraft/init/Items.field_151015_O,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 1]"
BUTCHER_SELLS,0,got/common/database/GOTItems.gammon,6,False,Lnet/minecraft/item/ItemStack;I,[6]
BUTCHER_SELLS,1,got/common/database/GOTItems.muttonRaw,5,False,Lnet/minecraft/item/ItemStack;I,[5]
BUTCHER_SELLS,2,got/common/database/GOTItems.deerRaw,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BUTCHER_SELLS,3,got/common/database/GOTItems.rabbitRaw,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BUTCHER_SELLS,4,got/common/database/GOTItems.beaverRaw,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BUTCHER_SELLS,5,got/common/database/GOTItems.beaverTail,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BUTCHER_SELLS,6,net/minecraft/init/Items.field_151082_bd,5,False,Lnet/minecraft/item/ItemStack;I,[5]
BUTCHER_SELLS,7,net/minecraft/init/Items.field_151076_bf,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BUTCHER_SELLS,8,net/minecraft/init/Items.field_151116_aA,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BUTCHER_SELLS,9,net/minecraft/init/Items.field_151147_al,5,False,Lnet/minecraft/item/ItemStack;I,[5]
BUTCHER_BUYS,0,got/common/database/GOTItems.bronzeDagger,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BUTCHER_BUYS,1,got/common/database/GOTItems.ironDagger,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BUTCHER_BUYS,2,got/common/database/GOTItems.salt,10,False,Lnet/minecraft/item/ItemStack;I,[10]
BUTCHER_BUYS,3,net/minecraft/init/Items.field_151042_j,3,False,Lnet/minecraft/item/ItemStack;I,[3]
BUTCHER_BUYS,4,net/minecraft/init/Items.field_151058_ca,4,False,Lnet/minecraft/item/ItemStack;I,[4]
BREWER_BUYS,0,got/common/database/GOTItems.almond,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,1,got/common/database/GOTItems.banana,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,2,got/common/database/GOTItems.cherry,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,3,got/common/database/GOTItems.corn,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,4,got/common/database/GOTItems.date,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,5,got/common/database/GOTItems.elderberry,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,6,got/common/database/GOTItems.grapeRed,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,7,got/common/database/GOTItems.grapeWhite,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,8,got/common/database/GOTItems.lemon,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,9,got/common/database/GOTItems.lime,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,10,got/common/database/GOTItems.mapleSyrup,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,11,got/common/database/GOTItems.pear,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,12,got/common/database/GOTItems.plum,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,13,got/common/database/GOTItems.pomegranate,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,14,net/minecraft/init/Items.field_151172_bF,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,15,net/minecraft/init/Items.field_151127_ba,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,16,net/minecraft/init/Items.field_151117_aB,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,17,net/minecraft/init/Items.field_151174_bG,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,18,net/minecraft/init/Items.field_151120_aE,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,19,net/minecraft/init/Items.field_151102_aT,1,False,Lnet/minecraft/item/ItemStack;I,[1]
BREWER_BUYS,20,net/minecraft/init/Items.field_151015_O,1,False,Lnet/minecraft/item/ItemStack;I,[1]
GOLDSMITH_SELLS,0,got/common/database/GOTBlocks.birdCage,2,True,Lnet/minecraft/item/ItemStack;IZ,"[1, 3, 96, 2, 1]"
GOLDSMITH_SELLS,1,got/common/database/GOTBlocks.birdCage,2,True,Lnet/minecraft/item/ItemStack;IZ,"[1, 4, 384, 2, 1]"
GOLDSMITH_SELLS,2,got/common/database/GOTBlocks.birdCage,2,True,Lnet/minecraft/item/ItemStack;IZ,"[1, 5, 1536, 2, 1]"
GOLDSMITH_SELLS,3,got/common/database/GOTItems.gobletSilver,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_SELLS,4,got/common/database/GOTItems.gobletGold,256,True,Lnet/minecraft/item/ItemStack;IZ,"[256, 1]"
GOLDSMITH_SELLS,5,got/common/database/GOTItems.gobletValyrian,1024,True,Lnet/minecraft/item/ItemStack;IZ,"[1024, 1]"
GOLDSMITH_SELLS,6,got/common/database/GOTBlocks.silverBars,2,True,Lnet/minecraft/item/ItemStack;IZ,"[2, 1]"
GOLDSMITH_SELLS,7,got/common/database/GOTBlocks.goldBars,2,True,Lnet/minecraft/item/ItemStack;IZ,"[2, 1]"
GOLDSMITH_SELLS,8,got/common/database/GOTBlocks.valyrianBars,2,True,Lnet/minecraft/item/ItemStack;IZ,"[2, 1]"
GOLDSMITH_SELLS,9,got/common/database/GOTBlocks.chandelier,16,True,Lnet/minecraft/item/ItemStack;IZ,"[1, 3, 16, 1]"
GOLDSMITH_SELLS,10,got/common/database/GOTBlocks.chandelier,64,True,Lnet/minecraft/item/ItemStack;IZ,"[1, 4, 64, 1]"
GOLDSMITH_SELLS,11,got/common/database/GOTBlocks.chandelier,256,True,Lnet/minecraft/item/ItemStack;IZ,"[1, 5, 256, 1]"
GOLDSMITH_SELLS,12,got/common/database/GOTItems.silverRing,2,True,Lnet/minecraft/item/ItemStack;IZ,"[2, 1]"
GOLDSMITH_SELLS,13,got/common/database/GOTItems.goldRing,2,True,Lnet/minecraft/item/ItemStack;IZ,"[2, 1]"
GOLDSMITH_SELLS,14,got/common/database/GOTItems.valyrianRing,2,True,Lnet/minecraft/item/ItemStack;IZ,"[2, 1]"
GOLDSMITH_SELLS,15,got/common/database/GOTBlocks.gateSilverBars,256,True,Lnet/minecraft/item/ItemStack;IZ,"[256, 1]"
GOLDSMITH_SELLS,16,got/common/database/GOTBlocks.gateGoldBars,1024,True,Lnet/minecraft/item/ItemStack;IZ,"[1024, 1]"
GOLDSMITH_SELLS,17,got/common/database/GOTBlocks.gateValyrianBars,4096,True,Lnet/minecraft/item/ItemStack;IZ,"[4096, 1]"
GOLDSMITH_BUYS,0,got/common/database/GOTItems.amber,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_BUYS,1,got/common/database/GOTItems.amethyst,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_BUYS,2,got/common/database/GOTItems.diamond,128,True,Lnet/minecraft/item/ItemStack;IZ,"[128, 1]"
GOLDSMITH_BUYS,3,got/common/database/GOTItems.emerald,96,True,Lnet/minecraft/item/ItemStack;IZ,"[96, 1]"
GOLDSMITH_BUYS,4,got/common/database/GOTItems.opal,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_BUYS,5,got/common/database/GOTItems.ruby,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_BUYS,6,got/common/database/GOTItems.sapphire,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_BUYS,7,got/common/database/GOTItems.silverIngot,32,True,Lnet/minecraft/item/ItemStack;IZ,"[32, 1]"
GOLDSMITH_BUYS,8,got/common/database/GOTItems.topaz,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
GOLDSMITH_BUYS,9,got/common/database/GOTItems.valyrianIngot,512,True,Lnet/minecraft/item/ItemStack;IZ,"[512, 1]"
GOLDSMITH_BUYS,10,net/minecraft/init/Items.field_151043_k,128,True,Lnet/minecraft/item/ItemStack;IZ,"[128, 1]"
MINER_SELLS,0,got/common/database/GOTItems.amber,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
MINER_SELLS,1,got/common/database/GOTItems.amethyst,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
MINER_SELLS,2,got/common/database/GOTItems.diamond,128,True,Lnet/minecraft/item/ItemStack;IZ,"[128, 1]"
MINER_SELLS,3,got/common/database/GOTItems.emerald,96,True,Lnet/minecraft/item/ItemStack;IZ,"[96, 1]"
MINER_SELLS,4,got/common/database/GOTItems.opal,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
MINER_SELLS,5,got/common/database/GOTItems.ruby,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
MINER_SELLS,6,got/common/database/GOTItems.sapphire,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
MINER_SELLS,7,got/common/database/GOTItems.silverIngot,32,True,Lnet/minecraft/item/ItemStack;IZ,"[32, 1]"
MINER_SELLS,8,got/common/database/GOTItems.topaz,64,True,Lnet/minecraft/item/ItemStack;IZ,"[64, 1]"
MINER_SELLS,9,got/common/database/GOTItems.valyrianIngot,512,True,Lnet/minecraft/item/ItemStack;IZ,"[512, 1]"
MINER_SELLS,10,net/minecraft/init/Items.field_151043_k,128,True,Lnet/minecraft/item/ItemStack;IZ,"[128, 1]"
MINER_SELLS,11,net/minecraft/init/Items.field_151042_j,9,False,Lnet/minecraft/item/ItemStack;I,[9]
MINER_SELLS,12,got/common/database/GOTItems.bronzeIngot,6,False,Lnet/minecraft/item/ItemStack;I,[6]
MINER_BUYS,0,net/minecraft/init/Blocks.field_150478_aa,2,False,Lnet/minecraft/item/ItemStack;I,"[16, 2]"
MINER_BUYS,1,got/common/database/GOTItems.bronzePickaxe,6,False,Lnet/minecraft/item/ItemStack;I,[6]
MINER_BUYS,2,got/common/database/GOTItems.deerCooked,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,3,got/common/database/GOTItems.muttonCooked,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,4,got/common/database/GOTItems.rabbitCooked,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,5,net/minecraft/init/Items.field_151025_P,2,False,Lnet/minecraft/item/ItemStack;I,[2]
MINER_BUYS,6,net/minecraft/init/Items.field_151133_ar,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,7,net/minecraft/init/Items.field_151044_h,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 32767, 1]"
MINER_BUYS,8,net/minecraft/init/Items.field_151083_be,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,9,net/minecraft/init/Items.field_151077_bg,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,10,net/minecraft/init/Items.field_151157_am,3,False,Lnet/minecraft/item/ItemStack;I,[3]
MINER_BUYS,11,net/minecraft/init/Items.field_151035_b,8,False,Lnet/minecraft/item/ItemStack;I,[8]
MINER_BUYS,12,net/minecraft/init/Items.field_151050_s,1,False,Lnet/minecraft/item/ItemStack;I,[1]
MINER_BUYS,13,net/minecraft/init/Items.field_151131_as,4,False,Lnet/minecraft/item/ItemStack;I,[4]
FISHMONGER_SELLS,0,net/minecraft/init/Blocks.field_150360_v,15,False,Lnet/minecraft/item/ItemStack;I,[15]
FISHMONGER_SELLS,1,got/common/database/GOTItems.pearl,12,False,Lnet/minecraft/item/ItemStack;I,[12]
FISHMONGER_SELLS,2,net/minecraft/init/Items.field_151124_az,5,False,Lnet/minecraft/item/ItemStack;I,[5]
FISHMONGER_SELLS,3,net/minecraft/init/Items.field_151100_aR,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
FISHMONGER_SELLS,4,net/minecraft/init/Items.field_151115_aP,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
FISHMONGER_SELLS,5,net/minecraft/init/Items.field_151115_aP,6,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 6]"
FISHMONGER_SELLS,6,net/minecraft/init/Items.field_151115_aP,8,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 8]"
FISHMONGER_SELLS,7,net/minecraft/init/Items.field_151115_aP,12,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 12]"
FISHMONGER_SELLS,8,net/minecraft/init/Items.field_151112_aM,8,False,Lnet/minecraft/item/ItemStack;I,[8]
FISHMONGER_SELLS,9,net/minecraft/init/Items.field_151021_T,5,False,Lnet/minecraft/item/ItemStack;I,[5]
FISHMONGER_BUYS,0,net/minecraft/init/Blocks.field_150344_f,1,False,Lnet/minecraft/item/ItemStack;I,"[4, 0, 1]"
FISHMONGER_BUYS,1,got/common/database/GOTItems.bronzeDagger,3,False,Lnet/minecraft/item/ItemStack;I,[3]
FISHMONGER_BUYS,2,got/common/database/GOTItems.ironDagger,3,False,Lnet/minecraft/item/ItemStack;I,[3]
FISHMONGER_BUYS,3,got/common/database/GOTItems.salt,10,False,Lnet/minecraft/item/ItemStack;I,[10]
FISHMONGER_BUYS,4,net/minecraft/init/Items.field_151133_ar,3,False,Lnet/minecraft/item/ItemStack;I,[3]
FISHMONGER_BUYS,5,net/minecraft/init/Items.field_151042_j,3,False,Lnet/minecraft/item/ItemStack;I,[3]
FISHMONGER_BUYS,6,net/minecraft/init/Items.field_151055_y,1,False,Lnet/minecraft/item/ItemStack;I,"[8, 1]"
FISHMONGER_BUYS,7,net/minecraft/init/Items.field_151007_F,1,False,Lnet/minecraft/item/ItemStack;I,"[3, 1]"
MAESTER_SELLS,0,got/common/database/GOTItems.bottlePoison,10,False,Lnet/minecraft/item/ItemStack;I,[10]
MAESTER_SELLS,1,got/common/database/GOTItems.mugPlantainBrew,12,False,Lnet/minecraft/item/ItemStack;I,[12]
MAESTER_SELLS,2,got/common/database/GOTItems.mugPoppyMilk,12,False,Lnet/minecraft/item/ItemStack;I,[12]
MAESTER_SELLS,3,net/minecraft/init/Items.field_151122_aG,3,False,Lnet/minecraft/item/ItemStack;I,"[1, 3]"
MAESTER_SELLS,4,net/minecraft/init/Items.field_151099_bA,8,False,Lnet/minecraft/item/ItemStack;I,"[1, 8]"
MAESTER_BUYS,0,got/common/database/GOTItems.sulfurMatch,1,False,Lnet/minecraft/item/ItemStack;I,[1]
MAESTER_BUYS,1,net/minecraft/init/Items.field_151033_d,2,False,Lnet/minecraft/item/ItemStack;I,[2]
MAESTER_BUYS,2,net/minecraft/init/Items.field_151121_aF,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 1]"
TRAMP_SELLS,0,got/common/database/GOTItems.saltedFlesh,7,False,Lnet/minecraft/item/ItemStack;I,[7]
TRAMP_BUYS,0,got/common/database/GOTItems.chestnut,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 1]"
TRAMP_BUYS,1,got/common/database/GOTItems.fur,2,False,Lnet/minecraft/item/ItemStack;I,[2]
TRAMP_BUYS,2,got/common/database/GOTItems.pipeweed,10,False,Lnet/minecraft/item/ItemStack;I,"[3, 10]"
TRAMP_BUYS,3,net/minecraft/init/Items.field_151008_G,2,False,Lnet/minecraft/item/ItemStack;I,[2]
TRAMP_BUYS,4,net/minecraft/init/Items.field_151116_aA,2,False,Lnet/minecraft/item/ItemStack;I,[2]
TRAMP_BUYS,5,net/minecraft/init/Items.field_151078_bh,2,False,Lnet/minecraft/item/ItemStack;I,[2]
TRAMP_BUYS,6,net/minecraft/init/Items.field_151007_F,1,False,Lnet/minecraft/item/ItemStack;I,"[8, 1]"
TRAMP_BUYS,7,net/minecraft/init/Items.field_151014_N,1,False,Lnet/minecraft/item/ItemStack;I,"[2, 1]"
TRAMP_BUYS,8,got/common/database/GOTItems.beaverTail,2,False,Lnet/minecraft/item/ItemStack;I,[2]
LUMBERMAN_SELLS,0,net/minecraft/init/Blocks.field_150364_r,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
LUMBERMAN_SELLS,1,net/minecraft/init/Blocks.field_150364_r,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 4]"
LUMBERMAN_SELLS,2,net/minecraft/init/Blocks.field_150364_r,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 4]"
LUMBERMAN_SELLS,3,net/minecraft/init/Blocks.field_150363_s,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 4]"
LUMBERMAN_SELLS,4,got/common/database/GOTBlocks.wood2,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 4]"
LUMBERMAN_SELLS,5,got/common/database/GOTBlocks.wood2,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 4]"
LUMBERMAN_SELLS,6,got/common/database/GOTBlocks.wood3,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
LUMBERMAN_SELLS,7,got/common/database/GOTBlocks.wood3,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 4]"
LUMBERMAN_SELLS,8,got/common/database/GOTBlocks.wood4,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
LUMBERMAN_SELLS,9,got/common/database/GOTBlocks.wood4,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 4]"
LUMBERMAN_SELLS,10,got/common/database/GOTBlocks.wood4,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 4]"
LUMBERMAN_SELLS,11,got/common/database/GOTBlocks.wood5,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
LUMBERMAN_SELLS,12,got/common/database/GOTBlocks.wood6,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 4]"
LUMBERMAN_SELLS,13,got/common/database/GOTBlocks.wood6,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 4]"
LUMBERMAN_SELLS,14,got/common/database/GOTBlocks.wood6,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 4]"
LUMBERMAN_SELLS,15,got/common/database/GOTBlocks.wood7,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
LUMBERMAN_SELLS,16,got/common/database/GOTBlocks.wood7,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 4]"
LUMBERMAN_SELLS,17,got/common/database/GOTBlocks.wood7,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 4]"
LUMBERMAN_SELLS,18,got/common/database/GOTBlocks.wood8,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 4]"
LUMBERMAN_SELLS,19,got/common/database/GOTBlocks.wood8,4,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 4]"
LUMBERMAN_SELLS,20,net/minecraft/init/Blocks.field_150345_g,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 14]"
LUMBERMAN_SELLS,21,net/minecraft/init/Blocks.field_150345_g,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 14]"
LUMBERMAN_SELLS,22,net/minecraft/init/Blocks.field_150345_g,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 14]"
LUMBERMAN_SELLS,23,net/minecraft/init/Blocks.field_150345_g,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 5, 14]"
LUMBERMAN_SELLS,24,got/common/database/GOTBlocks.sapling2,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 14]"
LUMBERMAN_SELLS,25,got/common/database/GOTBlocks.sapling2,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 14]"
LUMBERMAN_SELLS,26,got/common/database/GOTBlocks.sapling3,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 14]"
LUMBERMAN_SELLS,27,got/common/database/GOTBlocks.sapling3,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 14]"
LUMBERMAN_SELLS,28,got/common/database/GOTBlocks.sapling4,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 14]"
LUMBERMAN_SELLS,29,got/common/database/GOTBlocks.sapling4,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 14]"
LUMBERMAN_SELLS,30,got/common/database/GOTBlocks.sapling4,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 14]"
LUMBERMAN_SELLS,31,got/common/database/GOTBlocks.sapling5,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 14]"
LUMBERMAN_SELLS,32,got/common/database/GOTBlocks.sapling6,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 1, 14]"
LUMBERMAN_SELLS,33,got/common/database/GOTBlocks.sapling6,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 14]"
LUMBERMAN_SELLS,34,got/common/database/GOTBlocks.sapling6,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 14]"
LUMBERMAN_SELLS,35,got/common/database/GOTBlocks.sapling7,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 14]"
LUMBERMAN_SELLS,36,got/common/database/GOTBlocks.sapling7,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 3, 14]"
LUMBERMAN_SELLS,37,got/common/database/GOTBlocks.sapling8,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 0, 14]"
LUMBERMAN_SELLS,38,got/common/database/GOTBlocks.sapling8,14,False,Lnet/minecraft/item/ItemStack;I,"[1, 2, 14]"
LUMBERMAN_BUYS,0,net/minecraft/init/Items.field_151036_c,8,False,Lnet/minecraft/item/ItemStack;I,[8]
LUMBERMAN_BUYS,1,got/common/database/GOTItems.bronzeAxe,6,False,Lnet/minecraft/item/ItemStack;I,[6]
LUMBERMAN_BUYS,2,net/minecraft/init/Items.field_151049_t,1,False,Lnet/minecraft/item/ItemStack;I,[1]
LUMBERMAN_BUYS,3,net/minecraft/init/Items.field_151133_ar,3,False,Lnet/minecraft/item/ItemStack;I,[3]
