type,path
.png,assets/got/textures/armor/robes_2.png
.png,assets/got/textures/armor/golden_company_2.png
.png,assets/got/textures/armor/yi_ti_samurai_1.png
.png,assets/got/textures/armor/anonymous_1.png
.png,assets/got/textures/armor/myr_1.png
.png,assets/got/textures/armor/hat.png
.png,assets/got/textures/armor/dragonstone_1.png
.png,assets/got/textures/armor/unsullied_1.png
.png,assets/got/textures/armor/valyrian_chainmail_2.png
.png,assets/got/textures/armor/targaryen_1.png
.png,assets/got/textures/armor/qarth_2.png
.png,assets/got/textures/armor/special_brooch_monford_velaryon.png
.png,assets/got/textures/armor/bronze_1.png
.png,assets/got/textures/armor/asshai_mask.png
.png,assets/got/textures/armor/dothraki_2.png
.png,assets/got/textures/armor/volantis_2.png
.png,assets/got/textures/armor/riverlands_2.png
.png,assets/got/textures/armor/northguard_1.png
.png,assets/got/textures/armor/ice_1.png
.png,assets/got/textures/armor/bronze_chainmail_2.png
.png,assets/got/textures/armor/lorath_1.png
.png,assets/got/textures/armor/special_brooch_tyrion_lannister.png
.png,assets/got/textures/armor/westerlands_helmet.png
.png,assets/got/textures/armor/qohor_2.png
.png,assets/got/textures/armor/kingsguard_1.png
.png,assets/got/textures/armor/fur_1.png
.png,assets/got/textures/armor/targaryen_helmet.png
.png,assets/got/textures/armor/targaryen_chestplate.png
.png,assets/got/textures/armor/gift_1.png
.png,assets/got/textures/armor/reach_helmet.png
.png,assets/got/textures/armor/volantis_1.png
.png,assets/got/textures/armor/alloy_steel_chainmail_1.png
.png,assets/got/textures/armor/sothoryos_1.png
.png,assets/got/textures/armor/special_hand_gold.png
.png,assets/got/textures/armor/tyrosh_2.png
.png,assets/got/textures/armor/ghiscar_2.png
.png,assets/got/textures/armor/ghiscar_1.png
.png,assets/got/textures/armor/valyrian_2.png
.png,assets/got/textures/armor/robes_1.png
.png,assets/got/textures/armor/mossovy_1.png
.png,assets/got/textures/armor/copper_1.png
.png,assets/got/textures/armor/norvos_1.png
.png,assets/got/textures/armor/stormlands_2.png
.png,assets/got/textures/armor/qohor_1.png
.png,assets/got/textures/armor/braavos_helmet.png
.png,assets/got/textures/armor/robes_turban.png
.png,assets/got/textures/armor/ironborn_2.png
.png,assets/got/textures/armor/alloy_steel_chainmail_2.png
.png,assets/got/textures/armor/reach_2.png
.png,assets/got/textures/armor/oryx_2.png
.png,assets/got/textures/armor/westerlands_1.png
.png,assets/got/textures/armor/fur_2.png
.png,assets/got/textures/armor/northguard_2.png
.png,assets/got/textures/armor/lhazar_1.png
.png,assets/got/textures/armor/mossovy_2.png
.png,assets/got/textures/armor/golden_company_1.png
.png,assets/got/textures/armor/yi_ti_bombardier_2.png
.png,assets/got/textures/armor/reachguard_2.png
.png,assets/got/textures/armor/pentos_1.png
.png,assets/got/textures/armor/stormlands_1.png
.png,assets/got/textures/armor/jogos_nhai_2.png
.png,assets/got/textures/armor/braavos_1.png
.png,assets/got/textures/armor/bone_1.png
.png,assets/got/textures/armor/special_hand_silver.png
.png,assets/got/textures/armor/sothoryos_2.png
.png,assets/got/textures/armor/dothraki_1.png
.png,assets/got/textures/armor/hillmen_helmet.png
.png,assets/got/textures/armor/lorath_2.png
.png,assets/got/textures/armor/yi_ti_1.png
.png,assets/got/textures/armor/valyrian_1.png
.png,assets/got/textures/armor/unsullied_helmet.png
.png,assets/got/textures/armor/yi_ti_samurai_helmet.png
.png,assets/got/textures/armor/hillmen_2.png
.png,assets/got/textures/armor/summer_chestplate.png
.png,assets/got/textures/armor/targaryen_2.png
.png,assets/got/textures/armor/summer_1.png
.png,assets/got/textures/armor/jogos_nhai_1.png
.png,assets/got/textures/armor/north_helmet.png
.png,assets/got/textures/armor/lion_helmet.png
.png,assets/got/textures/armor/arryn_helmet.png
.png,assets/got/textures/armor/westerlandsguard_2.png
.png,assets/got/textures/armor/asshai_1.png
.png,assets/got/textures/armor/arrynguard_1.png
.png,assets/got/textures/armor/bone_2.png
.png,assets/got/textures/armor/sothoryos_helmet_chieftain.png
.png,assets/got/textures/armor/special_brooch_petyr_baelish.png
.png,assets/got/textures/armor/lhazar_2.png
.png,assets/got/textures/armor/asshai_2.png
.png,assets/got/textures/armor/oryx_1.png
.png,assets/got/textures/armor/westerlands_2.png
.png,assets/got/textures/armor/yi_ti_bombardier_1.png
.png,assets/got/textures/armor/braavos_2.png
.png,assets/got/textures/gui/buttons.png
.png,assets/got/textures/gui/effects.png
.png,assets/got/textures/gui/pouch_with_chest.png
.png,assets/got/textures/gui/forge.png
.png,assets/got/textures/gui/oven.png
.png,assets/got/textures/gui/menu_overlay.png
.png,assets/got/textures/gui/attackMeter.png
.png,assets/got/textures/gui/trade.png
.png,assets/got/textures/gui/horn_select.png
.png,assets/got/textures/gui/mob_spawner.png
.png,assets/got/textures/gui/message.png
.png,assets/got/textures/gui/widgets.png
.png,assets/got/textures/gui/brandingIron.png
.png,assets/got/textures/gui/banner_edit.png
.png,assets/got/textures/gui/anvil.png
.png,assets/got/textures/gui/coin_exchange.png
.png,assets/got/textures/gui/beacon.png
.png,assets/got/textures/gui/factions.png
.png,assets/got/textures/gui/bank.png
.png,assets/got/textures/gui/pouch.png
.png,assets/got/textures/gui/menu_icons.png
.png,assets/got/textures/gui/cracker.png
.png,assets/got/textures/gui/unsmelter.png
.png,assets/got/textures/gui/squadronItem.png
.png,assets/got/textures/gui/millstone.png
.png,assets/got/textures/gui/transparent.png
.png,assets/got/textures/gui/fellowships.png
.png,assets/got/textures/gui/armor_stand.png
.png,assets/got/textures/gui/factions_full.png
.png,assets/got/textures/gui/alignment.png
.png,assets/got/textures/blocks/wood_beam4_fir_top.png
.png,assets/got/textures/blocks/ceramic_plate_base.png
.png,assets/got/textures/blocks/door_charred_upper.png
.png,assets/got/textures/blocks/stained_glass_magenta.png
.png,assets/got/textures/blocks/wood_beam5_lemon_side.png
.png,assets/got/textures/blocks/leaves1_ibbinia_fast.png
.png,assets/got/textures/blocks/leaves7_almond_fast.png
.png,assets/got/textures/blocks/clay_tile_dyed_cyan.png
.png,assets/got/textures/blocks/wild_fire_jar_lid_side.png
.png,assets/got/textures/blocks/sapling5_pine.png
.png,assets/got/textures/blocks/trapdoor_ibbinia.png
.png,assets/got/textures/blocks/thatch_thatch.png
.png,assets/got/textures/blocks/fruit_sapling_apple.png
.png,assets/got/textures/blocks/pillar1_granite_side_bottom.png
.png,assets/got/textures/blocks/smooth_stone_rhyolite_side.png
.png,assets/got/textures/blocks/cherry_pie_side.png
.png,assets/got/textures/blocks/daub_bottom_left_inv.png
.png,assets/got/textures/blocks/table_arryn_top.png
.png,assets/got/textures/blocks/leaves_v1_oak_fast.png
.png,assets/got/textures/blocks/wood_beam_fruit_pear_side.png
.png,assets/got/textures/blocks/wood_beam_v1_spruce_side.png
.png,assets/got/textures/blocks/brick3_granite_carved.png
.png,assets/got/textures/blocks/wood_beam9_weirwood_side.png
.png,assets/got/textures/blocks/date_bottom.png
.png,assets/got/textures/blocks/brick3_sandstone_red_cracked.png
.png,assets/got/textures/blocks/wood_beam5_lime_top.png
.png,assets/got/textures/blocks/door_redwood_upper.png
.png,assets/got/textures/blocks/leaves8_plum_fancy.png
.png,assets/got/textures/blocks/red_clay.png
.png,assets/got/textures/blocks/willow_vines.png
.png,assets/got/textures/blocks/concrete_powder_magenta.png
.png,assets/got/textures/blocks/trapdoor_green_oak.png
.png,assets/got/textures/blocks/wood_beam9_weirwood_top.png
.png,assets/got/textures/blocks/planks1_ulthos.png
.png,assets/got/textures/blocks/trapdoor_plum.png
.png,assets/got/textures/blocks/door_palm_upper.png
.png,assets/got/textures/blocks/wild_fire_jar_cap_side.png
.png,assets/got/textures/blocks/asshai_bars.png
.png,assets/got/textures/blocks/concrete_red.png
.png,assets/got/textures/blocks/bird_cage_silver_side.png
.png,assets/got/textures/blocks/wood_beam6_willow_side.png
.png,assets/got/textures/blocks/chrysanthemum_pink.png
.png,assets/got/textures/blocks/turnip_2.png
.png,assets/got/textures/blocks/white_sandstone_top.png
.png,assets/got/textures/blocks/pillar1_andesite_side.png
.png,assets/got/textures/blocks/leaves2_banana_fancy.png
.png,assets/got/textures/blocks/bomb_side.png
.png,assets/got/textures/blocks/pillar1_sandstone_red_side.png
.png,assets/got/textures/blocks/table_sothoryos_top.png
.png,assets/got/textures/blocks/silver_bars.png
.png,assets/got/textures/blocks/wood3_maple_top.png
.png,assets/got/textures/blocks/wood5_lemon_top.png
.png,assets/got/textures/blocks/table_ibben_side.png
.png,assets/got/textures/blocks/coral_reef_purple.png
.png,assets/got/textures/blocks/concrete_black.png
.png,assets/got/textures/blocks/trapdoor_aspen.png
.png,assets/got/textures/blocks/rock_basalt_moss.png
.png,assets/got/textures/blocks/leaves_v2_acacia_fancy.png
.png,assets/got/textures/blocks/corn_stalk.png
.png,assets/got/textures/blocks/rice_stage_0.png
.png,assets/got/textures/blocks/berry_bush_blueberry.png
.png,assets/got/textures/blocks/wood5_orange_top.png
.png,assets/got/textures/blocks/pillar2_chalk_side.png
.png,assets/got/textures/blocks/oven_top.png
.png,assets/got/textures/blocks/clay_tile_dyed_black.png
.png,assets/got/textures/blocks/door_maple_upper.png
.png,assets/got/textures/blocks/banana_cake_top.png
.png,assets/got/textures/blocks/table_mossovy_top.png
.png,assets/got/textures/blocks/daub_top_right_inv.png
.png,assets/got/textures/blocks/bird_cage_valyrian_side.png
.png,assets/got/textures/blocks/door_aramant_upper.png
.png,assets/got/textures/blocks/coral_reef_yellow.png
.png,assets/got/textures/blocks/wood_beam_v1_oak_top.png
.png,assets/got/textures/blocks/pillar2_sothoryos_obsidian_side_middle.png
.png,assets/got/textures/blocks/cobblebrick_cob_bottom_right_inv.png
.png,assets/got/textures/blocks/wood2_banana_side.png
.png,assets/got/textures/blocks/treasure_valyrian.png
.png,assets/got/textures/blocks/wood_beam_v1_birch_top.png
.png,assets/got/textures/blocks/brick5_yi_ti_cracked.png
.png,assets/got/textures/blocks/plate_top.png
.png,assets/got/textures/blocks/millstone_top_active.png
.png,assets/got/textures/blocks/wood_beam7_aspen_side.png
.png,assets/got/textures/blocks/smooth_stone_andesite_top.png
.png,assets/got/textures/blocks/sapling6_mahogany.png
.png,assets/got/textures/blocks/planks3_kanuka.png
.png,assets/got/textures/blocks/leaves_v1_spruce_fancy.png
.png,assets/got/textures/blocks/brick2_basalt_westeros.png
.png,assets/got/textures/blocks/leaves8_palm_fast.png
.png,assets/got/textures/blocks/smooth_stone_diorite_top.png
.png,assets/got/textures/blocks/daub_base.png
.png,assets/got/textures/blocks/leaves9_kanuka_fancy.png
.png,assets/got/textures/blocks/concrete_green.png
.png,assets/got/textures/blocks/leaves7_aspen_fancy.png
.png,assets/got/textures/blocks/brick5_mud.png
.png,assets/got/textures/blocks/door_date_palm_upper.png
.png,assets/got/textures/blocks/table_tyrosh_top.png
.png,assets/got/textures/blocks/fruit_leaves_apple_fancy.png
.png,assets/got/textures/blocks/brick3_sandstone_carved.png
.png,assets/got/textures/blocks/bird_cage_copper_base.png
.png,assets/got/textures/blocks/brick1_basalt.png
.png,assets/got/textures/blocks/fruit_leaves_pear_fast.png
.png,assets/got/textures/blocks/gate_wooden_bottom_left_inv.png
.png,assets/got/textures/blocks/table_dragonstone_top.png
.png,assets/got/textures/blocks/trapdoor_acacia.png
.png,assets/got/textures/blocks/asshai_thorn.png
.png,assets/got/textures/blocks/fruit_leaves_cherry_fancy.png
.png,assets/got/textures/blocks/table_hill_tribes_side.png
.png,assets/got/textures/blocks/ore_tin.png
.png,assets/got/textures/blocks/chrysanthemum_orange.png
.png,assets/got/textures/blocks/smooth_stone_rhyolite_top.png
.png,assets/got/textures/blocks/wood3_larch_side.png
.png,assets/got/textures/blocks/wood_beam_v2_dark_oak_side.png
.png,assets/got/textures/blocks/turnip_0.png
.png,assets/got/textures/blocks/brick4_basalt_westeros_carved.png
.png,assets/got/textures/blocks/planks2_fir.png
.png,assets/got/textures/blocks/fruit_leaves_mango_fancy.png
.png,assets/got/textures/blocks/wood_beam_v1_birch_side.png
.png,assets/got/textures/blocks/planks2_aspen.png
.png,assets/got/textures/blocks/door_chestnut_lower.png
.png,assets/got/textures/blocks/brick5_yi_ti.png
.png,assets/got/textures/blocks/door_baobab_lower.png
.png,assets/got/textures/blocks/sapling8_palm.png
.png,assets/got/textures/blocks/turnip_1.png
.png,assets/got/textures/blocks/red_brick_cracked.png
.png,assets/got/textures/blocks/mirk_vines.png
.png,assets/got/textures/blocks/wood_beam9_dragon_top.png
.png,assets/got/textures/blocks/tall_grass_wheat.png
.png,assets/got/textures/blocks/leaves8_redwood_fast.png
.png,assets/got/textures/blocks/gate_wooden_bottom_right_inv.png
.png,assets/got/textures/blocks/wood_beam9_dragon_side.png
.png,assets/got/textures/blocks/thatch_reed.png
.png,assets/got/textures/blocks/pillar1_rhyolite_side_top.png
.png,assets/got/textures/blocks/wood_beam_fruit_mango_top.png
.png,assets/got/textures/blocks/berry_bush_blackberry_bare.png
.png,assets/got/textures/blocks/treasure_silver_side.png
.png,assets/got/textures/blocks/wood_beam1_ibbinia_top.png
.png,assets/got/textures/blocks/trapdoor_rotten.png
.png,assets/got/textures/blocks/pillar2_yi_ti_red_side_middle.png
.png,assets/got/textures/blocks/leaves3_larch_fancy.png
.png,assets/got/textures/blocks/trapdoor_mangrove.png
.png,assets/got/textures/blocks/concrete_powder_lime.png
.png,assets/got/textures/blocks/trapdoor_aramant.png
.png,assets/got/textures/blocks/bomb_fire_side.png
.png,assets/got/textures/blocks/planks1_banana.png
.png,assets/got/textures/blocks/leaves1_ulthos_red_fast.png
.png,assets/got/textures/blocks/door_maple_lower.png
.png,assets/got/textures/blocks/table_north_side.png
.png,assets/got/textures/blocks/leaves8_plum_fast.png
.png,assets/got/textures/blocks/pillar1_sandstone_red_side_middle.png
.png,assets/got/textures/blocks/trapdoor_lime.png
.png,assets/got/textures/blocks/wood9_weirwood_top.png
.png,assets/got/textures/blocks/wood8_palm_side.png
.png,assets/got/textures/blocks/southern_flower_red.png
.png,assets/got/textures/blocks/planks1_date_palm.png
.png,assets/got/textures/blocks/brick2_basalt_carved.png
.png,assets/got/textures/blocks/door_fotinia_upper.png
.png,assets/got/textures/blocks/wood8_redwood_side.png
.png,assets/got/textures/blocks/wood1_catalpa_top.png
.png,assets/got/textures/blocks/door_pine_upper.png
.png,assets/got/textures/blocks/cucumber_0.png
.png,assets/got/textures/blocks/pillar1_basalt_westeros_face.png
.png,assets/got/textures/blocks/door_birch_lower.png
.png,assets/got/textures/blocks/block_metal2_alloy_steel.png
.png,assets/got/textures/blocks/trapdoor_banana.png
.png,assets/got/textures/blocks/corn_stalk_corn.png
.png,assets/got/textures/blocks/door_spruce_upper.png
.png,assets/got/textures/blocks/wood4_fir_side.png
.png,assets/got/textures/blocks/leaves5_orange_fancy.png
.png,assets/got/textures/blocks/stained_glass_orange.png
.png,assets/got/textures/blocks/rock_andesite.png
.png,assets/got/textures/blocks/bird_cage_gold_top.png
.png,assets/got/textures/blocks/asshai_flower.png
.png,assets/got/textures/blocks/door_almond_upper.png
.png,assets/got/textures/blocks/pillar1_basalt_side_top.png
.png,assets/got/textures/blocks/table_summer_top.png
.png,assets/got/textures/blocks/pastry_side.png
.png,assets/got/textures/blocks/quicksand.png
.png,assets/got/textures/blocks/cobblebrick_cob_base.png
.png,assets/got/textures/blocks/door_green_oak_lower.png
.png,assets/got/textures/blocks/plantain_petal.png
.png,assets/got/textures/blocks/smooth_stone_basalt_top.png
.png,assets/got/textures/blocks/coral_reef_green.png
.png,assets/got/textures/blocks/door_mango_upper.png
.png,assets/got/textures/blocks/block_metal1_valyrian_top_right_inv.png
.png,assets/got/textures/blocks/fur_bed_head_side.png
.png,assets/got/textures/blocks/table_qohor_side.png
.png,assets/got/textures/blocks/leek_0.png
.png,assets/got/textures/blocks/smooth_stone_diorite_side.png
.png,assets/got/textures/blocks/table_dothraki_side.png
.png,assets/got/textures/blocks/wood1_charred_side.png
.png,assets/got/textures/blocks/leaves3_date_palm_fancy.png
.png,assets/got/textures/blocks/trapdoor_catalpa.png
.png,assets/got/textures/blocks/table_wildling_side.png
.png,assets/got/textures/blocks/table_qarth_side.png
.png,assets/got/textures/blocks/bone_block.png
.png,assets/got/textures/blocks/block_metal1_valyrian_bottom_left.png
.png,assets/got/textures/blocks/wood_beam4_cedar_top.png
.png,assets/got/textures/blocks/block_metal2_salt.png
.png,assets/got/textures/blocks/door_apple_upper.png
.png,assets/got/textures/blocks/wood9_dragon_top.png
.png,assets/got/textures/blocks/leaves5_lime_fast.png
.png,assets/got/textures/blocks/brick1_rhyolite.png
.png,assets/got/textures/blocks/brick1_rhyolite_side.png
.png,assets/got/textures/blocks/southern_flower_yellow.png
.png,assets/got/textures/blocks/block_gem_topaz.png
.png,assets/got/textures/blocks/pillar1_basalt_westeros_side.png
.png,assets/got/textures/blocks/white_sandstone_bottom.png
.png,assets/got/textures/blocks/valyrian_bars.png
.png,assets/got/textures/blocks/lemon_cake_top.png
.png,assets/got/textures/blocks/concrete_purple.png
.png,assets/got/textures/blocks/cobblebrick_cob_bottom.png
.png,assets/got/textures/blocks/block_metal1_valyrian_bottom.png
.png,assets/got/textures/blocks/berry_bush_blueberry_bare.png
.png,assets/got/textures/blocks/wild_fire_layer_0.png
.png,assets/got/textures/blocks/wild_fire_jar_handle_side.png
.png,assets/got/textures/blocks/pillar1_sandstone_red_face.png
.png,assets/got/textures/blocks/planks3_redwood.png
.png,assets/got/textures/blocks/date_top.png
.png,assets/got/textures/blocks/wood_beam8_pomegranate_top.png
.png,assets/got/textures/blocks/table_wildling_top.png
.png,assets/got/textures/blocks/rope.png
.png,assets/got/textures/blocks/glass_pane_top.png
.png,assets/got/textures/blocks/dirt_path_dirt.png
.png,assets/got/textures/blocks/wood_beam9_kanuka_side.png
.png,assets/got/textures/blocks/leaves6_willow_fancy.png
.png,assets/got/textures/blocks/sapling3_larch.png
.png,assets/got/textures/blocks/coral_reef_blue.png
.png,assets/got/textures/blocks/fruit_wood_pear_side.png
.png,assets/got/textures/blocks/banana_top.png
.png,assets/got/textures/blocks/daub_bottom_right.png
.png,assets/got/textures/blocks/wood5_pine_side.png
.png,assets/got/textures/blocks/lion_fur_bed_feet_end.png
.png,assets/got/textures/blocks/dead_marsh_plant.png
.png,assets/got/textures/blocks/planks3_plum.png
.png,assets/got/textures/blocks/wood_plate_top.png
.png,assets/got/textures/blocks/door_catalpa_upper.png
.png,assets/got/textures/blocks/bird_cage_wood_wood_side.png
.png,assets/got/textures/blocks/wood9_kanuka_side.png
.png,assets/got/textures/blocks/pillar2_stone_face.png
.png,assets/got/textures/blocks/kelp.png
.png,assets/got/textures/blocks/berry_bush_elderberry.png
.png,assets/got/textures/blocks/wood_beam8_plum_top.png
.png,assets/got/textures/blocks/gate_wooden_left.png
.png,assets/got/textures/blocks/wood_beam4_fir_side.png
.png,assets/got/textures/blocks/oven_side.png
.png,assets/got/textures/blocks/smooth_stone_granite_side.png
.png,assets/got/textures/blocks/bird_cage_gold_side.png
.png,assets/got/textures/blocks/planks1_holly.png
.png,assets/got/textures/blocks/pillar1_rhyolite_face.png
.png,assets/got/textures/blocks/gate_bronze_bars.png
.png,assets/got/textures/blocks/sapling3_mangrove.png
.png,assets/got/textures/blocks/dried_reeds_mid.png
.png,assets/got/textures/blocks/rice_stage_4.png
.png,assets/got/textures/blocks/rice_stage_2.png
.png,assets/got/textures/blocks/wild_fire_jar_neck_side.png
.png,assets/got/textures/blocks/trapdoor_palm.png
.png,assets/got/textures/blocks/brick1_diorite.png
.png,assets/got/textures/blocks/fur_bed_head_end.png
.png,assets/got/textures/blocks/planks3_dragon.png
.png,assets/got/textures/blocks/chandelier_asshai.png
.png,assets/got/textures/blocks/trapdoor_date_palm.png
.png,assets/got/textures/blocks/pillar2_stone_side_middle.png
.png,assets/got/textures/blocks/smooth_stone_chalk_top.png
.png,assets/got/textures/blocks/grapevine_red_vine.png
.png,assets/got/textures/blocks/pillar2_yi_ti_red_side_bottom.png
.png,assets/got/textures/blocks/door_plum_upper.png
.png,assets/got/textures/blocks/planks1_pear.png
.png,assets/got/textures/blocks/door_kanuka_upper.png
.png,assets/got/textures/blocks/pillar1_rhyolite_side_middle.png
.png,assets/got/textures/blocks/chain_top.png
.png,assets/got/textures/blocks/stained_glass_yellow.png
.png,assets/got/textures/blocks/tall_grass_nettle.png
.png,assets/got/textures/blocks/trapdoor_holly.png
.png,assets/got/textures/blocks/wood4_baobab_top.png
.png,assets/got/textures/blocks/wood4_baobab_side.png
.png,assets/got/textures/blocks/block_gem_opal.png
.png,assets/got/textures/blocks/sapling9_kanuka.png
.png,assets/got/textures/blocks/leek_3.png
.png,assets/got/textures/blocks/apple_crumble_inner.png
.png,assets/got/textures/blocks/brick6_yi_ti_granite.png
.png,assets/got/textures/blocks/pillar1_andesite_side_bottom.png
.png,assets/got/textures/blocks/leaves5_pine_fancy.png
.png,assets/got/textures/blocks/gate_wooden_top_right.png
.png,assets/got/textures/blocks/leaves1_ibbinia_fancy.png
.png,assets/got/textures/blocks/ore_gem_topaz.png
.png,assets/got/textures/blocks/door_date_palm_lower.png
.png,assets/got/textures/blocks/wood5_lime_side.png
.png,assets/got/textures/blocks/pillar1_diorite_side_bottom.png
.png,assets/got/textures/blocks/leaves3_larch_fast.png
.png,assets/got/textures/blocks/hearth_bottom.png
.png,assets/got/textures/blocks/lemon_cake_bottom.png
.png,assets/got/textures/blocks/door_green_oak_upper.png
.png,assets/got/textures/blocks/door_cherry_lower.png
.png,assets/got/textures/blocks/red_sandstone_bottom.png
.png,assets/got/textures/blocks/brick4_chalk.png
.png,assets/got/textures/blocks/planks2_pine.png
.png,assets/got/textures/blocks/trapdoor_dark_oak.png
.png,assets/got/textures/blocks/pillar2_yi_ti_red_face.png
.png,assets/got/textures/blocks/leaves7_green_oak_fast.png
.png,assets/got/textures/blocks/wood_beam5_lemon_top.png
.png,assets/got/textures/blocks/sapling5_lime.png
.png,assets/got/textures/blocks/wood4_cedar_side.png
.png,assets/got/textures/blocks/wood_beam7_fotinia_side.png
.png,assets/got/textures/blocks/fur_bed_feet_side.png
.png,assets/got/textures/blocks/grapevine_white_grapes.png
.png,assets/got/textures/blocks/pillar2_labradorite_side_top.png
.png,assets/got/textures/blocks/door_lime_lower.png
.png,assets/got/textures/blocks/reeds_upper.png
.png,assets/got/textures/blocks/alloy_forge_top.png
.png,assets/got/textures/blocks/millstone_top.png
.png,assets/got/textures/blocks/leaves_v1_spruce_fast.png
.png,assets/got/textures/blocks/door_birch_upper.png
.png,assets/got/textures/blocks/brick4_sandstone_lapis.png
.png,assets/got/textures/blocks/block_metal1_valyrian_bottom_right.png
.png,assets/got/textures/blocks/wood_beam7_green_oak_top.png
.png,assets/got/textures/blocks/planks2_lime.png
.png,assets/got/textures/blocks/chandelier_gold.png
.png,assets/got/textures/blocks/berry_bush_raspberry.png
.png,assets/got/textures/blocks/wood_beam4_chestnut_top.png
.png,assets/got/textures/blocks/pillar1_diorite_side_top.png
.png,assets/got/textures/blocks/wood_beam5_orange_top.png
.png,assets/got/textures/blocks/concrete_powder_purple.png
.png,assets/got/textures/blocks/door_pine_lower.png
.png,assets/got/textures/blocks/quendite_grass.png
.png,assets/got/textures/blocks/wood_beam2_holly_side.png
.png,assets/got/textures/blocks/wood_beam2_beech_top.png
.png,assets/got/textures/blocks/ore_gem_opal.png
.png,assets/got/textures/blocks/treasure_copper_side.png
.png,assets/got/textures/blocks/fur_bed_head_top.png
.png,assets/got/textures/blocks/bird_cage_bronze_base.png
.png,assets/got/textures/blocks/clay_tile.png
.png,assets/got/textures/blocks/door_baobab_upper.png
.png,assets/got/textures/blocks/wood8_pomegranate_top.png
.png,assets/got/textures/blocks/yam_3.png
.png,assets/got/textures/blocks/pillar2_brick_side_top.png
.png,assets/got/textures/blocks/pillar2_sothoryos_obsidian_face.png
.png,assets/got/textures/blocks/alloy_forge_side.png
.png,assets/got/textures/blocks/grapevine.png
.png,assets/got/textures/blocks/wood5_orange_side.png
.png,assets/got/textures/blocks/brick1_basalt_cracked.png
.png,assets/got/textures/blocks/wood1_ibbinia_side.png
.png,assets/got/textures/blocks/white_sand.png
.png,assets/got/textures/blocks/block_gem_emerald.png
.png,assets/got/textures/blocks/block_metal1_valyrian.png
.png,assets/got/textures/blocks/ore_gem_amber.png
.png,assets/got/textures/blocks/waste_block_var3.png
.png,assets/got/textures/blocks/waste_block_var6.png
.png,assets/got/textures/blocks/wood_beam1_charred_top.png
.png,assets/got/textures/blocks/table_lorath_side.png
.png,assets/got/textures/blocks/wood_beam3_date_palm_side.png
.png,assets/got/textures/blocks/brick1_andesite_carved.png
.png,assets/got/textures/blocks/wild_fire_jar_lid_top.png
.png,assets/got/textures/blocks/fruit_wood_apple_top.png
.png,assets/got/textures/blocks/planks3_pomegranate.png
.png,assets/got/textures/blocks/sapling9_dragon.png
.png,assets/got/textures/blocks/leaves_v1_jungle_fancy.png
.png,assets/got/textures/blocks/wood_beam1_charred_side.png
.png,assets/got/textures/blocks/trapdoor_maple.png
.png,assets/got/textures/blocks/trapdoor_mahogany.png
.png,assets/got/textures/blocks/wood_beam6_olive_side.png
.png,assets/got/textures/blocks/coral_reef_red.png
.png,assets/got/textures/blocks/ore_glowstone.png
.png,assets/got/textures/blocks/pillar1_andesite_side_middle.png
.png,assets/got/textures/blocks/sapling9_weirwood.png
.png,assets/got/textures/blocks/door_weirwood_upper.png
